record_id,timestamp,charge_point_id,sensor_reading,expected_reading,deviation_percent,actuator_state,actuator_command,actuator_response_time_ms,scada_latency_ms,packet_loss_percent,protocol,command_type,command_frequency,power_reading_kw,current_reading_a,temperature_c,digital_value,physical_value,data_consistency,anomaly_score,attack_type,attack_subtype,label
278,2026-01-01 01:29:00,CP-001,239.32,238.01,0.55,off,none,43.28,46.39,0.09,modbus,write_register,7,14.19,61.7,33.1,239.32,239.11,0.21,0.0621,none,none,0
279,2026-01-01 06:59:00,CP-007,228.69,228.03,0.29,off,none,11.73,38.32,0.92,ocpp,write_register,1,12.22,53.13,22.9,228.69,229.48,0.79,0.1443,none,none,0
280,2026-01-01 10:16:00,CP-007,239.31,240.9,0.66,on,none,44.48,36.28,0.01,dnp3,start_charging,2,3.74,16.26,34.38,239.31,239.62,0.31,0.0176,none,none,0
281,2026-01-01 03:11:00,CP-005,232.83,233.54,0.3,on,none,31.22,5.38,0.65,dnp3,start_charging,4,14.93,64.91,23.78,232.83,232.65,0.18,0.1373,none,none,0
282,2026-01-01 12:10:00,CP-004,232.72,232.72,8.19,off,reset_device,280.18,379.85,8.01,dnp3,start_charging,57,6.51,28.3,43.36,232.72,237.31,4.59,0.7972,scada_attack,command_injection,1
283,2026-01-01 05:33:00,CP-001,235.52,235.54,0.01,on,none,45.32,32.89,0.36,ocpp,start_charging,2,15.51,67.43,33.47,235.52,235.29,0.23,0.1048,none,none,0
284,2026-01-01 13:12:00,CP-016,159.99,229.09,30.16,fault,override,743.44,425.81,24.27,ocpp,update_firmware,36,27.07,117.7,49.19,159.99,252.67,92.68,0.7774,combined_attack,multi_vector,1
285,2026-01-01 04:02:00,CP-007,226.86,227.71,0.37,off,none,46.26,35.23,0.51,ocpp,set_power_limit,3,8.58,37.3,31.77,226.86,227.34,0.48,0.145,none,none,0
286,2026-01-01 10:56:00,CP-012,221.53,220.86,0.3,off,none,46.93,46.39,0.9,ocpp,write_register,7,13.08,56.87,34.99,221.53,221.89,0.36,0.03,none,none,0
287,2026-01-01 07:39:00,CP-004,234.76,236.08,0.56,off,none,37.12,48.74,0.38,iec61850,write_register,5,14.82,64.43,22.41,234.76,233.91,0.85,0.1503,none,none,0
288,2026-01-01 13:46:00,CP-004,46.52,228.26,79.62,fault,write_register,18.4,14.23,1.93,modbus,stop_charging,82,2.26,9.83,46.49,46.52,228.26,181.74,0.737,false_data_injection,measurement_injection,1
289,2026-01-01 03:41:00,CP-011,228.93,227.99,0.41,on,none,37.73,20.77,0.79,modbus,read_register,7,11.33,49.26,30.49,228.93,228.26,0.67,0.0828,none,none,0
290,2026-01-01 02:33:00,CP-015,221.97,223.9,0.86,off,none,40.47,19.41,0.2,iec61850,stop_charging,1,13.69,59.52,25.53,221.97,221.26,0.71,0.0522,none,none,0
291,2026-01-01 15:21:00,CP-012,237.6,237.6,7.96,fault,update_firmware,440.91,285.76,7.29,dnp3,stop_charging,23,9.16,39.83,50.57,237.6,240.48,2.88,0.7526,scada_attack,protocol_manipulation,1
292,2026-01-01 06:16:00,CP-002,225.43,223.78,0.74,on,none,24.86,42.33,0.3,iec61850,write_register,2,10.11,43.96,20.93,225.43,224.83,0.6,0.0185,none,none,0
293,2026-01-01 15:40:00,CP-019,17.63,221.07,92.03,fault,write_register,39.67,40.42,0.84,modbus,start_charging,24,2.7,11.74,30.57,17.63,221.07,203.44,0.7051,false_data_injection,register_injection,1
294,2026-01-01 14:51:00,CP-002,115.06,220.94,47.92,fault,bypass,1348.45,482.34,20.48,ocpp,set_power_limit,67,42.03,182.74,21.57,115.06,247.37,132.31,0.7829,combined_attack,sensor_plus_actuator,1
295,2026-01-01 08:09:00,CP-020,236.59,238.3,0.72,off,none,27.43,12.42,0.74,dnp3,write_register,9,19.21,83.52,36.44,236.59,237.19,0.6,0.0106,none,none,0
296,2026-01-01 10:58:00,CP-005,227.81,228.7,0.39,off,none,42.59,10.09,0.43,iec61850,write_register,2,9.14,39.74,23.19,227.81,228.35,0.54,0.0705,none,none,0
297,2026-01-01 16:31:00,CP-008,238.52,238.52,5.06,fault,inject_command,229.93,326.63,9.49,ocpp,write_register,99,16.25,70.65,36.84,238.52,242.8,4.28,0.6265,scada_attack,command_injection,1
298,2026-01-01 00:31:00,CP-008,233.46,232.36,0.47,on,none,15.89,7.08,0.98,modbus,stop_charging,7,19.84,86.26,34.39,233.46,233.9,0.44,0.0768,none,none,0
299,2026-01-01 03:55:00,CP-017,237.59,235.71,0.8,on,none,45.01,14.03,0.06,modbus,stop_charging,1,20.44,88.87,37.62,237.59,237.14,0.45,0.1647,none,none,0
300,2026-01-01 16:18:00,CP-006,129.51,235.58,45.03,fault,override,940.39,234.06,25.74,iec61850,update_firmware,41,44.16,192.0,37.96,129.51,256.2,126.69,0.8018,combined_attack,sensor_plus_actuator,1
301,2026-01-01 13:41:00,CP-004,233.06,233.06,4.1,on,inject_command,150.89,343.88,12.55,modbus,set_power_limit,93,21.51,93.52,45.63,233.06,237.51,4.45,0.73,scada_attack,replay_attack,1
302,2026-01-01 14:12:00,CP-011,236.95,236.95,0.0,on,none,15.12,12.01,0.7,modbus,read_register,96,2.41,10.48,50.32,236.95,238.56,1.61,0.7487,sensor_spoofing,current_spoof,1
303,2026-01-01 13:01:00,CP-009,22.52,235.89,90.45,off,write_register,22.87,72.34,1.54,modbus,read_register,74,2.1,9.13,33.15,22.52,235.89,213.37,0.9028,false_data_injection,state_injection,1
304,2026-01-01 16:08:00,CP-006,235.2,235.2,0.0,on,none,43.89,17.48,0.55,iec61850,write_register,32,2.78,12.09,107.47,235.2,232.25,2.95,0.9565,sensor_spoofing,temperature_spoof,1
305,2026-01-01 01:31:00,CP-003,223.54,224.63,0.49,off,none,28.56,30.37,0.58,iec61850,start_charging,3,11.36,49.39,31.72,223.54,223.8,0.26,0.1593,none,none,0
306,2026-01-01 09:57:00,CP-009,238.64,238.53,0.05,off,none,34.17,20.14,0.68,iec61850,start_charging,4,20.88,90.78,36.63,238.64,238.4,0.24,0.0114,none,none,0
307,2026-01-01 12:04:00,CP-011,110.86,233.67,52.56,fault,inject_command,666.0,283.8,28.54,dnp3,set_power_limit,43,34.4,149.57,50.66,110.86,266.78,155.92,0.6554,combined_attack,sensor_plus_actuator,1
308,2026-01-01 11:03:00,CP-020,237.41,235.53,0.8,off,none,15.65,16.03,0.01,dnp3,write_register,3,11.93,51.87,23.5,237.41,237.46,0.05,0.1898,none,none,0
309,2026-01-01 14:47:00,CP-018,238.7,238.7,0.0,on,none,33.6,12.53,0.1,ocpp,set_power_limit,39,2.99,13.0,116.8,238.7,243.08,4.38,0.9714,sensor_spoofing,temperature_spoof,1
310,2026-01-01 12:08:00,CP-005,35.13,232.79,84.91,on,write_register,42.22,64.25,0.6,modbus,read_register,39,1.81,7.87,24.24,35.13,232.79,197.66,0.6387,false_data_injection,state_injection,1
311,2026-01-01 10:40:00,CP-011,224.24,224.13,0.05,on,none,27.24,16.35,0.49,iec61850,start_charging,2,4.84,21.04,20.34,224.24,224.34,0.1,0.1724,none,none,0
312,2026-01-01 08:34:00,CP-012,238.87,238.64,0.1,on,none,38.71,28.28,0.07,iec61850,start_charging,7,21.66,94.17,24.11,238.87,237.99,0.88,0.1518,none,none,0
313,2026-01-01 04:52:00,CP-006,232.95,232.59,0.15,on,none,11.73,30.81,0.16,modbus,set_power_limit,3,4.06,17.65,26.46,232.95,232.31,0.64,0.1916,none,none,0
314,2026-01-01 08:59:00,CP-016,239.35,237.5,0.78,off,none,46.18,36.81,0.21,ocpp,stop_charging,2,19.53,84.91,34.23,239.35,239.34,0.01,0.1104,none,none,0
315,2026-01-01 00:13:00,CP-016,236.15,234.91,0.53,on,none,36.36,20.94,0.41,modbus,read_register,1,10.65,46.3,28.48,236.15,236.87,0.72,0.0497,none,none,0
316,2026-01-01 01:24:00,CP-012,220.12,221.6,0.67,off,none,12.78,38.34,0.97,modbus,set_power_limit,4,10.15,44.13,31.34,220.12,219.43,0.69,0.0623,none,none,0
317,2026-01-01 07:28:00,CP-017,236.92,237.77,0.36,on,none,26.69,46.22,0.12,ocpp,read_register,8,9.62,41.83,37.28,236.92,236.2,0.72,0.0884,none,none,0
318,2026-01-01 03:51:00,CP-014,222.25,220.85,0.63,on,none,47.0,30.32,0.1,iec61850,set_power_limit,6,19.68,85.57,26.6,222.25,222.56,0.31,0.1144,none,none,0
319,2026-01-01 06:35:00,CP-016,229.08,230.7,0.7,off,none,26.84,48.23,0.8,iec61850,write_register,1,16.21,70.48,34.94,229.08,228.69,0.39,0.157,none,none,0
320,2026-01-01 16:14:00,CP-003,236.0,236.0,3.45,fault,reset_device,270.93,389.67,18.64,modbus,stop_charging,52,10.39,45.17,32.19,236.0,233.69,2.31,0.9646,scada_attack,replay_attack,1
321,2026-01-01 14:37:00,CP-020,228.29,228.29,5.68,fault,reset_device,431.56,332.36,14.41,dnp3,reset_device,53,13.47,58.57,44.74,228.29,233.11,4.82,0.9214,scada_attack,protocol_manipulation,1
322,2026-01-01 15:35:00,CP-013,229.84,229.84,0.0,off,none,32.0,6.81,0.59,ocpp,write_register,94,1.47,6.39,93.98,229.84,225.65,4.19,0.9527,sensor_spoofing,temperature_spoof,1
323,2026-01-01 02:22:00,CP-007,234.34,234.3,0.02,off,none,42.35,25.4,0.51,dnp3,set_power_limit,1,13.62,59.22,36.82,234.34,233.96,0.38,0.0044,none,none,0
324,2026-01-01 16:00:00,CP-008,221.19,221.19,4.35,unknown,force_on,354.08,37.69,0.75,dnp3,set_power_limit,48,11.21,48.74,46.2,221.19,217.46,3.73,0.846,actuator_manipulation,breaker_manipulation,1
325,2026-01-01 09:41:00,CP-019,228.98,229.02,0.02,on,none,30.14,36.71,0.01,modbus,set_power_limit,2,8.87,38.57,38.45,228.98,229.49,0.51,0.124,none,none,0
326,2026-01-01 04:58:00,CP-017,220.14,220.76,0.28,off,none,26.35,9.8,0.43,iec61850,start_charging,9,11.05,48.04,29.14,220.14,219.69,0.45,0.1361,none,none,0
327,2026-01-01 04:17:00,CP-005,229.66,229.61,0.02,off,none,27.63,7.85,0.65,modbus,set_power_limit,10,16.75,72.83,25.6,229.66,230.57,0.91,0.1746,none,none,0
328,2026-01-01 15:47:00,CP-011,226.51,226.51,3.73,fault,inject_command,345.6,257.12,13.66,dnp3,reset_device,33,18.89,82.13,27.9,226.51,227.95,1.44,0.6623,scada_attack,command_injection,1
329,2026-01-01 00:51:00,CP-006,224.8,225.01,0.09,on,none,10.11,25.27,0.59,iec61850,read_register,4,8.47,36.83,27.07,224.8,225.52,0.72,0.0142,none,none,0
330,2026-01-01 02:49:00,CP-013,239.37,238.54,0.35,off,none,48.71,40.19,0.33,iec61850,stop_charging,6,5.16,22.43,34.1,239.37,239.55,0.18,0.1091,none,none,0
331,2026-01-01 06:18:00,CP-005,224.1,222.25,0.83,off,none,38.55,28.51,0.0,modbus,set_power_limit,2,9.33,40.57,42.23,224.1,223.31,0.79,0.1532,none,none,0
332,2026-01-01 01:50:00,CP-014,223.33,223.11,0.1,off,none,11.69,44.15,0.35,dnp3,start_charging,1,4.43,19.26,35.94,223.33,223.06,0.27,0.1602,none,none,0
333,2026-01-01 04:10:00,CP-004,233.07,231.15,0.83,on,none,26.67,22.11,0.55,dnp3,write_register,4,16.21,70.48,35.76,233.07,232.67,0.4,0.1323,none,none,0
334,2026-01-01 08:50:00,CP-002,225.96,224.35,0.72,on,none,26.51,19.59,0.38,modbus,read_register,4,7.55,32.83,34.93,225.96,225.43,0.53,0.1017,none,none,0
335,2026-01-01 15:57:00,CP-015,177.67,231.15,23.14,fault,bypass,795.91,401.85,14.64,ocpp,start_charging,37,43.67,189.87,33.67,177.67,262.31,84.64,0.8041,combined_attack,fdi_plus_scada,1
336,2026-01-01 04:37:00,CP-014,232.93,234.69,0.75,on,none,10.95,37.26,0.04,modbus,read_register,3,18.09,78.65,33.95,232.93,233.08,0.15,0.0455,none,none,0
337,2026-01-01 12:03:00,CP-010,42.47,229.46,81.49,fault,write_register,26.9,96.86,0.29,iec61850,start_charging,96,0.93,4.04,39.74,42.47,229.46,186.99,0.8716,false_data_injection,register_injection,1
338,2026-01-01 10:01:00,CP-019,235.7,236.57,0.37,on,none,15.11,40.86,0.3,dnp3,write_register,8,21.15,91.96,32.05,235.7,235.78,0.08,0.0487,none,none,0
339,2026-01-01 09:10:00,CP-018,237.17,236.86,0.13,on,none,49.06,33.82,0.2,modbus,start_charging,4,15.69,68.22,37.37,237.17,238.13,0.96,0.12,none,none,0
340,2026-01-01 06:32:00,CP-015,230.19,230.4,0.09,off,none,25.39,15.16,0.42,modbus,set_power_limit,8,19.09,83.0,25.92,230.19,230.19,0.0,0.0822,none,none,0
341,2026-01-01 12:12:00,CP-015,239.26,239.26,0.0,off,none,21.08,49.18,0.36,ocpp,start_charging,87,1.17,5.09,82.51,239.26,240.82,1.56,0.7407,sensor_spoofing,temperature_spoof,1
342,2026-01-01 04:34:00,CP-011,226.62,225.79,0.37,off,none,49.87,42.07,0.98,modbus,read_register,6,11.47,49.87,42.61,226.62,226.85,0.23,0.1242,none,none,0
343,2026-01-01 05:06:00,CP-015,233.63,235.22,0.68,on,none,29.28,16.6,0.38,ocpp,write_register,6,10.84,47.13,28.83,233.63,233.7,0.07,0.1402,none,none,0
344,2026-01-01 10:09:00,CP-001,230.96,230.31,0.28,off,none,49.61,39.1,0.39,iec61850,start_charging,4,16.32,70.96,33.7,230.96,230.15,0.81,0.0647,none,none,0
345,2026-01-01 09:16:00,CP-008,238.42,239.47,0.44,on,none,44.18,18.24,0.15,ocpp,read_register,5,19.58,85.13,41.29,238.42,239.36,0.94,0.1772,none,none,0
346,2026-01-01 12:39:00,CP-016,145.55,228.98,36.44,fault,bypass,593.93,559.17,23.48,ocpp,set_power_limit,53,44.9,195.22,31.96,145.55,252.52,106.97,0.7634,combined_attack,sensor_plus_actuator,1
347,2026-01-01 14:44:00,CP-006,227.1,227.1,0.0,off,none,29.99,13.31,0.4,ocpp,start_charging,30,1.02,4.43,110.07,227.1,227.34,0.24,0.6082,sensor_spoofing,temperature_spoof,1
348,2026-01-01 02:01:00,CP-011,234.68,236.12,0.61,off,none,15.23,21.67,0.56,iec61850,write_register,8,5.33,23.17,31.24,234.68,233.96,0.72,0.0101,none,none,0
349,2026-01-01 07:08:00,CP-012,237.76,236.2,0.66,off,none,28.61,6.84,0.37,modbus,set_power_limit,4,5.63,24.48,28.37,237.76,237.84,0.08,0.1298,none,none,0
350,2026-01-01 09:29:00,CP-019,238.78,239.13,0.15,off,none,21.02,5.33,0.14,modbus,stop_charging,10,18.34,79.74,33.15,238.78,239.6,0.82,0.1758,none,none,0
351,2026-01-01 16:25:00,CP-005,150.45,221.2,31.98,unknown,override,838.03,300.32,22.26,iec61850,set_power_limit,61,32.12,139.65,21.78,150.45,256.71,106.26,0.6493,combined_attack,fdi_plus_scada,1
352,2026-01-01 15:42:00,CP-013,188.25,229.95,18.13,on,none,48.38,44.44,0.71,dnp3,write_register,54,0.07,0.3,29.52,188.25,191.97,3.72,0.6939,sensor_spoofing,voltage_spoof,1
353,2026-01-01 05:01:00,CP-020,228.71,226.97,0.77,on,none,24.83,32.41,0.72,dnp3,set_power_limit,9,8.44,36.7,44.09,228.71,227.82,0.89,0.1547,none,none,0
354,2026-01-01 12:00:00,CP-014,223.81,223.81,3.51,transitioning,force_on,546.77,25.48,1.94,iec61850,start_charging,34,14.01,60.91,53.93,223.81,223.8,0.01,0.8742,actuator_manipulation,breaker_manipulation,1
355,2026-01-01 02:23:00,CP-009,236.33,237.31,0.41,on,none,11.81,20.5,0.06,modbus,read_register,8,3.6,15.65,30.22,236.33,236.87,0.54,0.1532,none,none,0
356,2026-01-01 08:45:00,CP-017,232.73,233.78,0.45,off,none,15.96,37.75,0.09,dnp3,stop_charging,4,20.1,87.39,28.47,232.73,231.82,0.91,0.1341,none,none,0
357,2026-01-01 03:29:00,CP-001,239.04,240.46,0.59,on,none,13.79,9.59,0.79,modbus,read_register,1,18.78,81.65,44.56,239.04,238.3,0.74,0.1647,none,none,0
358,2026-01-01 10:48:00,CP-005,228.17,228.62,0.2,off,none,49.41,33.17,0.01,iec61850,write_register,5,6.36,27.65,44.29,228.17,228.24,0.07,0.1958,none,none,0
359,2026-01-01 12:07:00,CP-004,221.95,221.95,2.41,unknown,force_on,297.15,31.31,1.02,modbus,reset_device,46,8.52,37.04,38.07,221.95,222.57,0.62,0.9869,actuator_manipulation,charger_manipulation,1
360,2026-01-01 09:37:00,CP-007,233.6,231.85,0.75,on,none,41.88,42.37,0.17,ocpp,read_register,7,12.74,55.39,40.39,233.6,233.25,0.35,0.1254,none,none,0
361,2026-01-01 14:43:00,CP-006,14.78,232.99,93.66,on,write_register,13.77,43.34,2.1,dnp3,update_firmware,72,1.14,4.96,36.6,14.78,232.99,218.21,0.9389,false_data_injection,register_injection,1
362,2026-01-01 09:27:00,CP-016,220.54,219.34,0.55,off,none,21.35,15.49,0.66,modbus,stop_charging,1,10.0,43.48,20.28,220.54,220.19,0.35,0.182,none,none,0
363,2026-01-01 07:53:00,CP-003,227.94,229.3,0.59,on,none,19.44,30.69,0.5,modbus,set_power_limit,10,21.04,91.48,43.29,227.94,227.44,0.5,0.1769,none,none,0
364,2026-01-01 01:51:00,CP-006,239.06,237.63,0.6,off,none,11.39,8.03,0.78,iec61850,start_charging,7,21.04,91.48,20.81,239.06,238.37,0.69,0.09,none,none,0
365,2026-01-01 09:17:00,CP-007,234.55,235.69,0.48,on,none,16.7,22.47,0.88,iec61850,stop_charging,9,11.82,51.39,28.05,234.55,234.3,0.25,0.1389,none,none,0
366,2026-01-01 08:40:00,CP-012,229.09,227.68,0.62,off,none,43.14,8.69,0.06,ocpp,stop_charging,4,11.48,49.91,29.23,229.09,229.14,0.05,0.1176,none,none,0
367,2026-01-01 01:09:00,CP-005,232.56,234.17,0.69,on,none,22.36,24.84,0.58,ocpp,read_register,5,9.21,40.04,30.39,232.56,231.96,0.6,0.1573,none,none,0
368,2026-01-01 06:07:00,CP-019,236.76,235.95,0.34,on,none,11.96,23.76,0.18,iec61850,set_power_limit,10,13.87,60.3,34.05,236.76,237.69,0.93,0.1499,none,none,0
369,2026-01-01 03:45:00,CP-005,221.09,219.11,0.9,on,none,21.78,34.79,0.6,ocpp,read_register,1,6.93,30.13,35.95,221.09,222.04,0.95,0.0947,none,none,0
370,2026-01-01 12:59:00,CP-018,1.99,224.48,99.11,on,none,27.88,26.46,0.11,iec61850,start_charging,38,2.43,10.57,54.15,1.99,-2.06,4.05,0.6677,sensor_spoofing,power_spoof,1
371,2026-01-01 11:35:00,CP-002,222.34,221.71,0.28,off,none,29.36,32.63,0.55,ocpp,set_power_limit,5,20.61,89.61,24.82,222.34,221.4,0.94,0.0046,none,none,0
372,2026-01-01 13:32:00,CP-015,174.58,238.38,26.76,unknown,override,391.84,317.76,12.94,modbus,stop_charging,85,49.51,215.26,22.76,174.58,286.2,111.62,0.8997,combined_attack,sensor_plus_actuator,1
373,2026-01-01 12:25:00,CP-008,232.12,232.12,0.61,fault,force_on,400.16,29.46,0.99,iec61850,update_firmware,48,12.1,52.61,35.52,232.12,230.15,1.97,0.7468,actuator_manipulation,relay_manipulation,1
374,2026-01-01 04:33:00,CP-019,231.0,229.29,0.75,off,none,31.02,48.06,0.52,ocpp,stop_charging,9,13.2,57.39,22.3,231.0,230.44,0.56,0.0427,none,none,0
375,2026-01-01 16:06:00,CP-006,224.91,224.91,2.71,unknown,update_firmware,291.83,158.54,14.09,iec61850,read_register,68,12.2,53.04,48.46,224.91,229.75,4.84,0.6013,scada_attack,protocol_manipulation,1
376,2026-01-01 03:59:00,CP-010,233.54,234.84,0.55,off,none,33.38,5.33,1.0,iec61850,set_power_limit,10,14.57,63.35,27.46,233.54,232.76,0.78,0.0128,none,none,0
377,2026-01-01 01:44:00,CP-020,229.14,227.58,0.69,off,none,33.87,5.74,0.52,ocpp,write_register,5,11.16,48.52,35.37,229.14,228.62,0.52,0.0833,none,none,0
378,2026-01-01 00:22:00,CP-009,223.23,223.0,0.1,off,none,32.44,10.03,0.95,ocpp,set_power_limit,1,18.86,82.0,34.56,223.23,222.53,0.7,0.0255,none,none,0
379,2026-01-01 03:30:00,CP-012,233.73,235.48,0.74,on,none,33.29,16.65,0.81,modbus,read_register,4,20.15,87.61,31.09,233.73,232.99,0.74,0.181,none,none,0
380,2026-01-01 14:31:00,CP-014,231.34,231.34,0.0,off,none,13.95,46.43,0.8,dnp3,update_firmware,52,1.08,4.7,43.91,231.34,229.86,1.48,0.9862,sensor_spoofing,current_spoof,1
381,2026-01-01 12:38:00,CP-008,235.98,235.98,1.15,unknown,force_on,754.46,25.03,1.92,dnp3,start_charging,30,21.57,93.78,32.32,235.98,236.04,0.06,0.9659,actuator_manipulation,relay_manipulation,1
382,2026-01-01 06:47:00,CP-009,223.03,222.35,0.31,off,none,32.99,28.19,0.94,dnp3,stop_charging,7,10.67,46.39,38.19,223.03,223.65,0.62,0.014,none,none,0
383,2026-01-01 14:40:00,CP-016,101.77,221.29,54.01,unknown,bypass,1080.33,553.13,19.53,ocpp,read_register,65,26.64,115.83,45.16,101.77,258.38,156.61,0.9789,combined_attack,fdi_plus_scada,1
384,2026-01-01 11:46:00,CP-012,100.83,220.59,54.29,fault,inject_command,1333.67,475.91,14.53,modbus,write_register,67,45.4,197.39,38.81,100.83,240.74,139.91,0.8753,combined_attack,sensor_plus_actuator,1
385,2026-01-01 07:13:00,CP-017,236.84,236.62,0.09,off,none,32.69,45.42,0.31,iec61850,write_register,8,10.07,43.78,27.2,236.84,237.53,0.69,0.0297,none,none,0
386,2026-01-01 10:34:00,CP-002,223.21,222.01,0.54,off,none,48.39,49.23,0.12,dnp3,set_power_limit,8,18.2,79.13,37.86,223.21,222.86,0.35,0.1529,none,none,0
387,2026-01-01 16:16:00,CP-018,221.59,221.59,0.0,off,none,15.96,11.37,0.44,ocpp,write_register,72,0.93,4.04,100.82,221.59,218.91,2.68,0.6369,sensor_spoofing,temperature_spoof,1
388,2026-01-01 03:40:00,CP-019,220.65,221.06,0.19,on,none,35.59,9.68,0.5,iec61850,read_register,4,9.59,41.7,27.99,220.65,220.92,0.27,0.1926,none,none,0
389,2026-01-01 14:06:00,CP-005,223.63,223.63,2.27,transitioning,override,911.52,23.07,0.59,dnp3,read_register,21,13.93,60.57,27.88,223.63,222.9,0.73,0.7035,actuator_manipulation,relay_manipulation,1
390,2026-01-01 04:12:00,CP-017,239.46,238.89,0.24,off,none,21.81,6.77,0.5,ocpp,stop_charging,6,7.46,32.43,20.32,239.46,238.64,0.82,0.0221,none,none,0
391,2026-01-01 02:50:00,CP-018,220.54,221.45,0.41,on,none,27.54,18.11,0.69,dnp3,stop_charging,3,15.03,65.35,26.05,220.54,220.86,0.32,0.143,none,none,0
392,2026-01-01 04:32:00,CP-006,231.68,230.7,0.42,off,none,28.65,47.19,0.04,iec61850,set_power_limit,1,17.7,76.96,35.63,231.68,232.37,0.69,0.0602,none,none,0
393,2026-01-01 07:35:00,CP-003,226.56,225.02,0.68,off,none,28.28,38.13,0.69,dnp3,write_register,9,10.74,46.7,44.62,226.56,226.42,0.14,0.1714,none,none,0
394,2026-01-01 11:38:00,CP-019,235.86,236.21,0.15,on,none,41.76,47.92,0.49,dnp3,stop_charging,10,17.19,74.74,40.4,235.86,236.11,0.25,0.1215,none,none,0
395,2026-01-01 06:42:00,CP-001,233.46,234.79,0.57,on,none,26.45,28.64,0.69,iec61850,write_register,5,7.79,33.87,20.85,233.46,233.7,0.24,0.0114,none,none,0
396,2026-01-01 06:45:00,CP-002,225.16,226.41,0.55,on,none,27.62,27.13,0.93,dnp3,write_register,8,5.06,22.0,33.52,225.16,225.02,0.14,0.1228,none,none,0
397,2026-01-01 10:20:00,CP-014,238.8,237.37,0.6,on,none,12.82,37.97,1.0,ocpp,start_charging,10,15.49,67.35,40.51,238.8,239.01,0.21,0.0839,none,none,0
398,2026-01-01 11:25:00,CP-010,236.9,237.65,0.32,off,none,35.36,36.59,0.94,modbus,read_register,2,4.7,20.43,20.41,236.9,237.76,0.86,0.0207,none,none,0
399,2026-01-01 13:03:00,CP-009,152.02,232.3,34.56,fault,inject_command,927.9,242.01,22.28,iec61850,set_power_limit,97,31.28,136.0,36.2,152.02,280.39,128.37,0.9708,combined_attack,fdi_plus_scada,1
400,2026-01-01 07:31:00,CP-009,220.87,220.08,0.36,on,none,40.18,40.21,0.92,ocpp,set_power_limit,4,6.51,28.3,28.79,220.87,220.05,0.82,0.1692,none,none,0
401,2026-01-01 01:40:00,CP-013,230.06,229.73,0.14,on,none,42.68,41.06,0.14,iec61850,read_register,8,19.61,85.26,33.86,230.06,229.27,0.79,0.1692,none,none,0
402,2026-01-01 16:03:00,CP-018,137.55,233.22,41.02,fault,bypass,887.61,304.08,20.34,modbus,start_charging,100,31.71,137.87,29.49,137.55,261.89,124.34,0.8054,combined_attack,multi_vector,1
403,2026-01-01 04:01:00,CP-020,228.08,227.36,0.32,on,none,38.85,34.49,1.0,iec61850,stop_charging,7,10.38,45.13,20.88,228.08,228.5,0.42,0.1144,none,none,0
404,2026-01-01 12:43:00,CP-017,237.91,237.91,0.0,off,none,36.96,25.41,0.32,ocpp,set_power_limit,95,0.84,3.65,47.06,237.91,235.23,2.68,0.7973,sensor_spoofing,current_spoof,1
405,2026-01-01 00:49:00,CP-003,228.01,226.31,0.75,on,none,16.07,41.5,0.95,modbus,write_register,2,13.6,59.13,30.4,228.01,228.2,0.19,0.1237,none,none,0
406,2026-01-01 03:02:00,CP-012,230.84,231.87,0.44,off,none,31.85,49.54,0.1,ocpp,start_charging,1,11.54,50.17,28.71,230.84,231.47,0.63,0.0878,none,none,0
407,2026-01-01 04:48:00,CP-019,238.97,239.61,0.27,on,none,39.44,26.76,0.36,ocpp,stop_charging,4,4.19,18.22,29.24,238.97,238.06,0.91,0.0414,none,none,0
408,2026-01-01 04:49:00,CP-012,227.76,229.43,0.73,on,none,11.6,34.18,0.1,iec61850,start_charging,10,13.34,58.0,24.35,227.76,228.07,0.31,0.0731,none,none,0
409,2026-01-01 05:08:00,CP-016,234.74,233.68,0.45,on,none,44.91,14.31,0.2,ocpp,set_power_limit,6,5.96,25.91,22.67,234.74,235.58,0.84,0.1352,none,none,0
410,2026-01-01 07:29:00,CP-020,230.46,232.34,0.81,on,none,38.4,6.29,0.81,ocpp,write_register,3,16.07,69.87,27.69,230.46,229.88,0.58,0.1962,none,none,0
411,2026-01-01 14:22:00,CP-017,103.76,231.26,55.13,unknown,bypass,576.51,576.22,20.62,iec61850,write_register,32,42.01,182.65,42.22,103.76,277.03,173.27,0.6905,combined_attack,sensor_plus_actuator,1
412,2026-01-01 15:48:00,CP-007,272.26,229.9,18.43,off,none,43.01,29.39,0.1,ocpp,read_register,22,0.09,0.39,24.24,272.26,269.12,3.14,0.9104,sensor_spoofing,voltage_spoof,1
413,2026-01-01 08:23:00,CP-018,223.82,223.02,0.36,off,none,15.93,23.98,0.12,ocpp,stop_charging,8,11.96,52.0,41.49,223.82,223.99,0.17,0.0403,none,none,0
414,2026-01-01 11:29:00,CP-020,226.35,225.03,0.59,off,none,19.67,48.81,0.19,dnp3,read_register,10,11.15,48.48,43.48,226.35,226.13,0.22,0.1456,none,none,0
415,2026-01-01 12:32:00,CP-004,233.22,233.22,4.24,unknown,override,213.81,5.4,0.07,iec61850,stop_charging,91,18.88,82.09,27.62,233.22,228.81,4.41,0.9755,actuator_manipulation,charger_manipulation,1
416,2026-01-01 06:51:00,CP-015,239.33,237.4,0.81,off,none,12.24,40.45,0.04,modbus,write_register,9,11.71,50.91,36.95,239.33,240.08,0.75,0.0298,none,none,0
