timestamp,charge_point_id,protocol,encryption_type,tls_version,cipher_suite,is_encrypted,cipher_strength,key_size,certificate_status,certificate_days_remaining,handshake_completed,message_integrity_check,session_key_rotation,forward_secrecy,anomaly_type,label
2025-12-04 06:16:08,CP-037,CAN-BUS,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,valid,231,1,1,1,1,none,0
2025-12-04 19:20:08,CP-037,OCPP 2.0.1,DES,TLS 1.0,NONE,1,112,256,valid,69,1,1,1,0,downgrade_attack,1
2025-12-04 11:26:08,CP-046,OCPP 2.0.1,AES-128-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,384,verified,159,1,1,1,1,none,0
2025-12-04 07:38:08,CP-041,OCPP 2.0,AES-128-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,521,verified,52,1,1,1,1,none,0
2025-12-04 12:26:08,CP-005,OCPP 2.0.1,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,521,valid,128,1,1,1,1,none,0
2025-12-04 07:59:08,CP-047,ISO 15118,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,verified,34,1,1,1,1,none,0
2025-12-04 17:55:08,CP-012,CAN-BUS,3DES,TLS 1.0,NONE,1,56,256,valid,166,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 10:31:08,CP-021,CAN-BUS,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,valid,272,1,1,1,1,none,0
2025-12-04 17:22:08,CP-012,OCPP 2.0.1,AES-128-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,hostname_mismatch,-30,1,1,1,1,certificate_error,1
2025-12-04 09:59:08,CP-031,OCPP 2.0.1,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,384,valid,320,1,1,1,1,none,0
2025-12-04 04:09:08,CP-042,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,valid,172,1,1,1,1,none,0
2025-12-04 07:55:08,CP-021,OCPP 2.0,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,valid,245,1,1,1,1,none,0
2025-12-04 14:34:08,CP-004,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,521,verified,218,1,1,1,1,none,0
2025-12-04 09:39:08,CP-014,CAN-BUS,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,384,valid,59,1,1,1,1,none,0
2025-12-04 13:14:08,CP-026,OCPP 2.0,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,521,valid,299,1,1,1,1,none,0
2025-12-04 15:00:08,CP-018,OCPP 2.0,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,256,verified,326,1,1,1,1,none,0
2025-12-04 06:03:08,CP-013,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,valid,60,1,1,1,1,none,0
2025-12-04 18:45:08,CP-004,ISO 15118,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,not_trusted,-30,1,1,1,1,certificate_error,1
2025-12-04 18:44:08,CP-026,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,not_trusted,-30,1,1,1,1,certificate_error,1
2025-12-04 07:52:08,CP-038,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,256,valid,334,1,1,1,1,none,0
2025-12-04 14:30:08,CP-040,OCPP 1.6,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,verified,200,1,1,1,1,none,0
2025-12-04 07:04:08,CP-048,CAN-BUS,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,verified,41,1,1,1,1,none,0
2025-12-04 07:22:08,CP-003,ISO 15118,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,verified,80,1,1,1,1,none,0
2025-12-04 04:05:08,CP-028,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,384,verified,178,1,1,1,1,none,0
2025-12-04 19:59:08,CP-005,OCPP 2.0,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,0,256,256,valid,49,0,0,1,1,encryption_bypass,1
2025-12-04 16:00:08,CP-038,OCPP 2.0,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,0,256,256,valid,205,1,0,1,1,encryption_bypass,1
2025-12-04 06:30:08,CP-040,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,521,valid,354,1,1,1,1,none,0
2025-12-04 12:56:08,CP-037,OCPP 1.6,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,verified,251,1,1,1,1,none,0
2025-12-04 07:30:08,CP-034,ISO 15118,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,256,valid,222,1,1,1,1,none,0
2025-12-04 09:43:08,CP-031,OCPP 1.6,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,521,valid,50,1,1,1,1,none,0
2025-12-04 19:53:08,CP-004,OCPP 2.0.1,NONE,NONE,NONE,0,0,0,valid,34,0,0,1,0,plaintext_communication,1
2025-12-04 15:25:08,CP-041,OCPP 2.0.1,RC4,NONE,TLS_RSA_WITH_RC4_128_SHA,1,128,256,valid,32,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 07:57:08,CP-039,ISO 15118,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,256,verified,66,1,1,1,1,none,0
2025-12-04 08:18:08,CP-031,OCPP 1.6,AES-128-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,521,valid,236,1,1,1,1,none,0
2025-12-04 03:48:08,CP-043,OCPP 2.0,AES-128-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,256,valid,198,1,1,1,1,none,0
2025-12-04 11:05:08,CP-045,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,64,1,1,1,1,none,0
2025-12-04 17:12:08,CP-001,ISO 15118,RC4,TLS 1.1,TLS_RSA_WITH_NULL_SHA,1,40,56,valid,105,1,1,1,0,weak_cipher,1
2025-12-04 15:15:08,CP-022,ISO 15118,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,256,invalid_chain,151,1,0,1,1,man_in_the_middle,1
2025-12-04 03:35:08,CP-036,CAN-BUS,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,521,verified,250,1,1,1,1,none,0
2025-12-04 12:40:08,CP-022,OCPP 2.0,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,valid,159,1,1,1,1,none,0
2025-12-04 05:32:08,CP-011,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,verified,341,1,1,1,1,none,0
2025-12-04 07:08:08,CP-032,ISO 15118,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,256,valid,291,1,1,1,1,none,0
2025-12-04 06:11:08,CP-040,ISO 15118,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,verified,355,1,1,1,1,none,0
2025-12-04 09:08:08,CP-028,ISO 15118,AES-128-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,256,valid,316,1,1,1,1,none,0
2025-12-04 16:26:08,CP-037,CAN-BUS,NONE,NONE,NONE,0,0,0,valid,197,0,0,1,0,plaintext_communication,1
2025-12-04 07:20:08,CP-040,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,384,valid,303,1,1,1,1,none,0
2025-12-04 14:21:08,CP-017,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,106,1,1,1,1,none,0
2025-12-04 03:54:08,CP-022,CAN-BUS,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,valid,295,1,1,1,1,none,0
2025-12-04 18:33:08,CP-024,OCPP 2.0.1,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,128,valid,293,1,1,0,0,key_management_issue,1
2025-12-04 10:49:08,CP-041,ISO 15118,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,230,1,1,1,1,none,0
2025-12-04 07:34:08,CP-018,ISO 15118,AES-256-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,384,256,valid,324,1,1,1,1,none,0
2025-12-04 08:25:08,CP-020,ISO 15118,ChaCha20-Poly1305,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,384,verified,146,1,1,1,1,none,0
2025-12-04 16:05:08,CP-038,OCPP 2.0.1,3DES,TLS 1.1,TLS_RSA_EXPORT_WITH_RC4_40_MD5,1,64,64,valid,63,1,1,1,0,weak_cipher,1
2025-12-04 09:09:08,CP-007,CAN-BUS,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,valid,235,1,1,1,1,none,0
2025-12-04 07:33:08,CP-045,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,521,valid,161,1,1,1,1,none,0
2025-12-04 12:18:08,CP-050,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,verified,55,1,1,1,1,none,0
2025-12-04 13:03:08,CP-028,OCPP 1.6,AES-128-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,256,verified,142,1,1,1,1,none,0
2025-12-04 10:21:08,CP-006,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,521,verified,211,1,1,1,1,none,0
2025-12-04 10:12:08,CP-027,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,144,1,1,1,1,none,0
2025-12-04 12:47:08,CP-012,OCPP 1.6,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,valid,248,1,1,1,1,none,0
2025-12-04 19:37:08,CP-048,OCPP 1.6,NONE,NONE,NONE,0,0,0,valid,77,0,0,1,0,plaintext_communication,1
2025-12-04 07:05:08,CP-031,OCPP 2.0.1,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,256,verified,140,1,1,1,1,none,0
2025-12-04 04:21:08,CP-009,CAN-BUS,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,384,valid,279,1,1,1,1,none,0
2025-12-04 16:22:08,CP-012,OCPP 2.0.1,AES-128-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,0,256,256,valid,287,1,0,1,1,encryption_bypass,1
2025-12-04 15:37:08,CP-004,ISO 15118,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,256,not_trusted,0,1,1,1,1,certificate_error,1
2025-12-04 04:35:08,CP-034,OCPP 1.6,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,valid,218,1,1,1,1,none,0
2025-12-04 08:26:08,CP-011,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,256,valid,338,1,1,1,1,none,0
2025-12-04 10:46:08,CP-024,CAN-BUS,AES-128-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,521,valid,328,1,1,1,1,none,0
2025-12-04 17:41:08,CP-018,ISO 15118,NONE,NONE,NONE,0,0,0,valid,212,0,0,1,0,plaintext_communication,1
2025-12-04 04:15:08,CP-018,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,verified,219,1,1,1,1,none,0
2025-12-04 18:04:08,CP-014,OCPP 2.0,AES-128-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,128,valid,314,1,1,0,0,key_management_issue,1
2025-12-04 09:53:08,CP-006,CAN-BUS,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,valid,162,1,1,1,1,none,0
2025-12-04 17:58:08,CP-019,OCPP 1.6,SHA1,TLS 1.0,TLS_RSA_EXPORT_WITH_RC4_40_MD5,1,56,112,valid,214,1,1,1,0,weak_cipher,1
2025-12-04 09:23:08,CP-045,CAN-BUS,AES-256-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,256,verified,56,1,1,1,1,none,0
2025-12-04 13:06:08,CP-044,OCPP 1.6,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,384,521,valid,356,1,1,1,1,none,0
2025-12-04 04:12:08,CP-010,OCPP 2.0,AES-256-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,384,valid,84,1,1,1,1,none,0
2025-12-04 13:21:08,CP-016,OCPP 2.0,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,verified,150,1,1,1,1,none,0
2025-12-04 08:35:08,CP-007,CAN-BUS,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,valid,49,1,1,1,1,none,0
2025-12-04 19:39:08,CP-034,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,64,valid,289,1,1,0,0,key_management_issue,1
2025-12-04 06:13:08,CP-027,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,384,verified,155,1,1,1,1,none,0
2025-12-04 13:36:08,CP-017,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,384,valid,41,1,1,1,1,none,0
2025-12-04 15:32:08,CP-013,OCPP 2.0.1,RC4,TLS 1.0,TLS_RSA_WITH_RC4_128_SHA,1,112,128,valid,67,1,1,1,0,weak_cipher,1
2025-12-04 19:58:08,CP-005,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,revoked,-7,1,1,1,1,certificate_error,1
2025-12-04 07:12:08,CP-003,OCPP 1.6,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,valid,270,1,1,1,1,none,0
2025-12-04 12:41:08,CP-034,OCPP 1.6,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,83,1,1,1,1,none,0
2025-12-04 07:07:08,CP-018,OCPP 2.0,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,256,verified,157,1,1,1,1,none,0
2025-12-04 12:11:08,CP-035,OCPP 2.0.1,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,256,valid,357,1,1,1,1,none,0
2025-12-04 15:48:08,CP-035,CAN-BUS,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,0,256,256,valid,311,1,0,1,1,encryption_bypass,1
2025-12-04 12:21:08,CP-015,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,353,1,1,1,1,none,0
2025-12-04 13:44:08,CP-034,OCPP 1.6,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,521,valid,124,1,1,1,1,none,0
2025-12-04 09:47:08,CP-019,OCPP 1.6,AES-128-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,521,verified,31,1,1,1,1,none,0
2025-12-04 06:50:08,CP-032,ISO 15118,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,384,verified,97,1,1,1,1,none,0
2025-12-04 15:12:08,CP-022,OCPP 2.0,3DES,TLS 1.1,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1,112,40,valid,74,1,1,1,0,weak_cipher,1
2025-12-04 03:52:08,CP-024,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,valid,206,1,1,1,1,none,0
2025-12-04 20:03:08,CP-049,ISO 15118,ChaCha20-Poly1305,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,256,256,self_signed,169,1,0,1,1,man_in_the_middle,1
2025-12-04 08:04:08,CP-044,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,verified,337,1,1,1,1,none,0
2025-12-04 08:27:08,CP-041,OCPP 1.6,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,valid,344,1,1,1,1,none,0
2025-12-04 15:38:08,CP-038,OCPP 1.6,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,0,256,256,valid,188,0,0,1,1,encryption_bypass,1
2025-12-04 19:43:08,CP-041,CAN-BUS,NONE,NONE,NONE,0,0,0,valid,205,0,0,1,0,plaintext_communication,1
2025-12-04 14:54:08,CP-012,ISO 15118,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,256,verified,238,1,1,1,1,none,0
2025-12-04 18:05:08,CP-019,ISO 15118,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,revoked,0,1,1,1,1,certificate_error,1
2025-12-04 11:52:08,CP-024,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,256,verified,265,1,1,1,1,none,0
2025-12-04 19:11:08,CP-001,OCPP 2.0.1,AES-128-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,256,not_trusted,-1,1,1,1,1,certificate_error,1
2025-12-04 14:02:08,CP-019,CAN-BUS,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,521,verified,250,1,1,1,1,none,0
2025-12-04 11:19:08,CP-037,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,521,verified,192,1,1,1,1,none,0
2025-12-04 03:42:08,CP-017,OCPP 1.6,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,117,1,1,1,1,none,0
2025-12-04 05:57:08,CP-003,OCPP 2.0,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,256,384,valid,92,1,1,1,1,none,0
2025-12-04 11:48:08,CP-048,OCPP 2.0,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,verified,297,1,1,1,1,none,0
2025-12-04 15:21:08,CP-008,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,0,256,256,valid,354,0,0,1,1,encryption_bypass,1
2025-12-04 16:54:08,CP-037,CAN-BUS,RC4,TLS 1.1,NONE,1,112,256,valid,232,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 20:02:08,CP-038,OCPP 2.0,NULL,TLS 1.0,TLS_RSA_WITH_RC4_128_SHA,1,64,64,valid,136,1,1,1,0,weak_cipher,1
2025-12-04 05:58:08,CP-050,CAN-BUS,ChaCha20-Poly1305,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,verified,107,1,1,1,1,none,0
2025-12-04 12:57:08,CP-042,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,256,valid,292,1,1,1,1,none,0
2025-12-04 15:02:08,CP-023,OCPP 1.6,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,verified,169,1,1,1,1,none,0
2025-12-04 06:36:08,CP-044,OCPP 2.0.1,AES-256-GCM,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,256,verified,281,1,1,1,1,none,0
2025-12-04 12:08:08,CP-033,OCPP 2.0,AES-256-GCM,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,1,384,384,valid,243,1,1,1,1,none,0
2025-12-04 17:48:08,CP-021,OCPP 2.0.1,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,0,256,256,valid,100,0,0,1,1,encryption_bypass,1
2025-12-04 08:23:08,CP-012,CAN-BUS,AES-128-GCM,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,256,valid,48,1,1,1,1,none,0
2025-12-04 14:53:08,CP-024,OCPP 1.6,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,1,384,256,verified,295,1,1,1,1,none,0
2025-12-04 13:49:08,CP-019,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,521,valid,35,1,1,1,1,none,0
2025-12-04 13:30:08,CP-049,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,valid,95,1,1,1,1,none,0
2025-12-04 05:47:08,CP-025,OCPP 2.0,ChaCha20-Poly1305,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,384,valid,188,1,1,1,1,none,0
2025-12-04 13:12:08,CP-047,OCPP 2.0,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,384,verified,360,1,1,1,1,none,0
2025-12-04 15:03:08,CP-022,OCPP 2.0.1,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,384,valid,141,1,1,1,1,none,0
2025-12-04 12:50:08,CP-014,OCPP 2.0.1,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,384,verified,62,1,1,1,1,none,0
2025-12-04 18:19:08,CP-031,OCPP 2.0.1,RC4,SSL 2.0,NULL,1,112,256,valid,251,1,1,1,0,downgrade_attack,1
2025-12-04 17:53:08,CP-012,ISO 15118,AES-128-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,64,valid,114,1,1,0,0,key_management_issue,1
2025-12-04 12:04:08,CP-025,OCPP 1.6,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,384,384,valid,326,1,1,1,1,none,0
2025-12-04 08:47:08,CP-014,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,384,valid,93,1,1,1,1,none,0
2025-12-04 08:42:08,CP-044,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,384,verified,160,1,1,1,1,none,0
2025-12-04 13:11:08,CP-019,CAN-BUS,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,256,valid,332,1,1,1,1,none,0
2025-12-04 19:54:08,CP-025,OCPP 2.0.1,AES-128-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,64,valid,47,1,1,0,0,key_management_issue,1
2025-12-04 14:44:08,CP-028,OCPP 1.6,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,valid,232,1,1,1,1,none,0
2025-12-04 16:36:08,CP-022,OCPP 1.6,NONE,TLS 1.0,TLS_RSA_WITH_NULL_SHA,1,112,256,valid,291,1,1,1,0,downgrade_attack,1
2025-12-04 03:37:08,CP-032,OCPP 1.6,AES-256-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,521,valid,40,1,1,1,1,none,0
2025-12-04 05:55:08,CP-026,ISO 15118,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,1,256,256,verified,182,1,1,1,1,none,0
2025-12-04 06:39:08,CP-040,CAN-BUS,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,256,verified,273,1,1,1,1,none,0
2025-12-04 15:43:08,CP-004,OCPP 2.0,NONE,NONE,NONE,0,0,0,valid,216,0,0,1,0,plaintext_communication,1
2025-12-04 15:14:08,CP-043,OCPP 2.0,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,1,256,256,invalid_chain,278,1,0,1,1,man_in_the_middle,1
2025-12-04 07:32:08,CP-043,OCPP 2.0,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,384,valid,76,1,1,1,1,none,0
2025-12-04 11:47:08,CP-013,OCPP 2.0,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,256,521,verified,106,1,1,1,1,none,0
2025-12-04 15:05:08,CP-006,OCPP 1.6,AES-256-GCM,TLS 1.3,ECDHE-RSA-AES256-GCM-SHA384,0,256,256,valid,314,1,0,1,1,encryption_bypass,1
2025-12-04 15:52:08,CP-046,ISO 15118,3DES,TLS 1.0,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1,128,256,valid,284,1,1,1,0,ssl_tls_vulnerability,1
2025-12-04 19:22:08,CP-016,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,256,revoked,-15,1,1,1,1,certificate_error,1
2025-12-04 17:43:08,CP-006,OCPP 2.0.1,NULL,SSL 3.0,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1,56,256,valid,207,1,1,1,0,downgrade_attack,1
2025-12-04 13:37:08,CP-017,OCPP 2.0.1,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,384,384,valid,259,1,1,1,1,none,0
2025-12-04 16:56:08,CP-044,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,ECDHE-RSA-AES128-GCM-SHA256,0,256,256,valid,197,1,0,1,1,encryption_bypass,1
2025-12-04 03:39:08,CP-008,OCPP 2.0,AES-128-GCM,TLS 1.2,TLS_AES_128_GCM_SHA256,1,256,256,verified,291,1,1,1,1,none,0
2025-12-04 18:37:08,CP-026,OCPP 2.0,AES-256-GCM,TLS 1.2,TLS_AES_256_GCM_SHA384,0,256,256,valid,212,1,0,1,1,encryption_bypass,1
2025-12-04 14:13:08,CP-045,OCPP 1.6,AES-256-GCM,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,1,256,384,verified,155,1,1,1,1,none,0
2025-12-04 14:28:08,CP-024,OCPP 2.0,AES-256-GCM,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,1,384,521,verified,213,1,1,1,1,none,0
2025-12-04 07:36:08,CP-032,OCPP 2.0.1,AES-256-GCM,TLS 1.3,TLS_AES_128_GCM_SHA256,1,256,521,valid,45,1,1,1,1,none,0
2025-12-04 09:14:08,CP-035,OCPP 2.0.1,AES-128-GCM,TLS 1.2,ECDHE-RSA-AES128-GCM-SHA256,1,384,384,verified,210,1,1,1,1,none,0
2025-12-04 18:39:08,CP-042,CAN-BUS,ChaCha20-Poly1305,TLS 1.3,TLS_AES_256_GCM_SHA384,1,256,256,invalid_chain,271,1,0,1,1,man_in_the_middle,1
2025-12-04 18:09:08,CP-019,OCPP 2.0,NONE,NONE,NONE,0,0,0,valid,234,0,0,1,0,plaintext_communication,1
2025-12-04 13:32:08,CP-044,OCPP 2.0.1,ChaCha20-Poly1305,TLS 1.2,TLS_AES_256_GCM_SHA384,1,256,521,valid,62,1,1,1,1,none,0
