record_id,timestamp,charge_point_id,session_id,tariff_type,base_price_kwh,price_per_kwh,original_price,modified_price,price_change_percent,discount_code,discount_applied,expected_discount,final_price,energy_kwh,total_cost,user_role,update_source,is_authorized,request_ip,price_valid_from,previous_update_mins,anomaly_type,label
249,2026-01-08 14:30:00,CP-0037,0b661cb8,standard,4.38,4.38,4.38,4.38,0.0,SUMMER20,20,20,3.5,25.18,88.13,system,csms,True,192.168.1.32,2026-01-08 14:30:00,468,none,0
250,2026-01-06 06:29:00,CP-0038,4e81f2da,peak,4.71,7.06,7.06,7.06,0.0,LOYAL15,15,15,6.0,33.58,201.48,system,billing_engine,True,192.168.1.7,2026-01-06 06:29:00,538,none,0
251,2026-01-13 18:36:00,CP-0028,f25198bd,peak,7.27,10.9,10.9,10.9,0.0,LOYAL15,15,15,9.27,58.83,545.35,operator,csms,True,192.168.1.38,2026-01-13 18:36:00,76,none,0
252,2026-01-29 05:27:00,CP-0027,e03f9cc8,night,5.41,3.25,3.25,3.25,0.0,FIRST50,50,50,1.62,25.49,41.29,system,csms,True,192.168.1.23,2026-01-29 05:27:00,940,none,0
253,2026-01-29 04:16:00,CP-0025,826a11cc,night,3.05,1.83,1.83,1.83,0.0,NONE,0,0,1.83,18.87,34.53,operator,billing_engine,True,192.168.1.12,2026-01-29 04:16:00,972,none,0
254,2026-01-23 15:47:00,CP-0038,cafac83f,standard,2.79,2.79,2.79,2.79,0.0,FIRST50,50,50,1.4,41.22,57.71,system,csms,True,192.168.1.45,2026-01-23 15:47:00,1244,none,0
255,2026-01-30 18:22:00,CP-0050,3aa05cd1,peak,7.83,11.75,11.75,3.35,-71.49,FIRST50,50,50,5.88,19.8,116.42,guest,mobile_app,False,10.234.64.145,2026-01-30 18:22:00,1160,unauthorized_update,1
256,2026-01-10 02:55:00,CP-0011,64240fc3,night,4.91,2.95,2.95,2.95,0.0,WELCOME10,10,10,2.66,33.42,88.9,operator,billing_engine,True,192.168.1.30,2026-01-10 02:55:00,644,none,0
257,2026-01-07 20:58:00,CP-0050,0cefe11e,peak,5.13,7.7,7.7,7.7,0.0,STOLEN50,71,0,2.23,53.33,118.93,admin,billing_engine,True,192.168.1.6,2026-01-07 20:58:00,1066,discount_manipulation,1
258,2026-01-28 14:39:00,CP-0030,e1ec8ecf,night,6.26,6.26,6.26,3.76,-39.94,WELCOME10,10,10,5.63,19.87,111.87,system,csms,True,192.168.1.4,2026-01-28 14:39:00,881,tariff_shift,1
259,2026-01-18 06:49:00,CP-0047,dea16ddc,peak,2.75,4.12,4.12,4.12,0.0,FIRST50,50,50,2.06,28.47,58.65,system,csms,True,192.168.1.34,2026-01-18 06:49:00,283,none,0
260,2026-01-05 12:50:00,CP-0036,62a377f1,standard,6.16,6.16,6.16,6.26,1.62,WELCOME10,10,10,5.54,8.15,45.15,admin,csms,True,192.168.1.41,2026-01-05 12:50:00,301,rounding_attack,1
261,2026-01-01 16:16:00,CP-0038,afb6c086,standard,5.82,5.82,5.82,5.82,0.0,NONE,0,0,5.82,59.0,343.38,operator,csms,True,192.168.1.13,2026-01-01 16:16:00,735,none,0
262,2026-01-02 11:53:00,CP-0045,8675f73c,standard,6.94,6.94,6.94,6.94,0.0,FREE,90,0,0.69,73.81,50.93,system,csms,True,192.168.1.17,2026-01-02 11:53:00,1191,discount_manipulation,1
263,2026-01-18 01:47:00,CP-0023,a477d2c8,night,6.18,3.71,3.71,1.48,-60.11,WELCOME10,10,10,3.34,37.09,123.88,user,mobile_app,False,10.86.16.65,2026-01-18 01:47:00,848,unauthorized_update,1
264,2026-01-08 00:38:00,CP-0004,a7bced6f,night,7.84,4.7,4.7,4.7,0.0,SUMMER20,20,20,3.76,12.59,47.34,admin,csms,True,192.168.1.27,2026-01-08 00:38:00,1194,none,0
265,2026-01-11 06:15:00,CP-0007,1f61956b,peak,3.77,5.66,5.66,5.66,0.0,FREE,64,0,2.04,37.62,76.74,system,csms,True,192.168.1.11,2026-01-11 06:15:00,728,discount_manipulation,1
266,2026-01-05 06:33:00,CP-0047,8f29daa3,peak,7.96,11.94,11.94,11.94,0.0,WELCOME10,10,10,10.75,15.81,169.96,system,csms,True,192.168.1.5,2026-01-05 06:33:00,1021,none,0
267,2026-01-28 05:36:00,CP-0045,90472c42,night,4.65,2.79,2.79,2.79,0.0,FIRST50,50,50,1.4,54.89,76.85,admin,csms,True,192.168.1.12,2026-01-28 05:36:00,1186,none,0
268,2026-01-01 19:13:00,CP-0023,4b53b50b,peak,5.96,8.94,8.94,8.94,0.0,LOYAL15,15,15,7.6,9.97,75.77,admin,billing_engine,True,192.168.1.2,2026-01-01 19:13:00,754,none,0
269,2026-01-07 05:53:00,CP-0014,c85b21bd,night,2.87,1.72,1.72,1.72,0.0,LOYAL15,15,15,1.46,61.52,89.82,admin,billing_engine,True,192.168.1.29,2026-01-07 05:53:00,269,none,0
270,2026-01-30 16:18:00,CP-0025,5d9d9d83,standard,6.66,6.66,6.66,6.66,0.0,WELCOME10,10,10,5.99,34.07,204.08,system,billing_engine,True,192.168.1.36,2026-01-30 16:18:00,170,none,0
271,2026-01-26 13:03:00,CP-0014,8b820a0d,standard,2.55,2.55,2.55,2.55,0.0,LOYAL15,15,15,2.17,62.55,135.73,operator,billing_engine,True,192.168.1.21,2026-01-26 13:03:00,305,none,0
272,2026-01-05 16:43:00,CP-0022,414ab193,standard,5.79,5.79,5.79,14.47,149.91,WELCOME10,10,10,5.21,53.01,276.18,operator,billing_engine,True,192.168.1.50,2026-01-05 16:43:00,4,abnormal_price_change,1
273,2026-01-02 07:25:00,CP-0048,1dc3d700,peak,7.63,11.45,11.45,11.45,0.0,NONE,0,0,11.45,46.26,529.68,admin,billing_engine,True,192.168.1.7,2026-01-02 07:25:00,346,none,0
274,2026-01-10 08:48:00,CP-0017,8f4329d3,peak,5.43,8.14,8.14,8.14,0.0,WELCOME10,10,10,7.33,32.71,239.76,admin,csms,True,192.168.1.34,2026-01-10 08:48:00,799,none,0
275,2026-01-07 17:03:00,CP-0012,f521c7a1,peak,8.26,12.39,12.39,12.39,0.0,WELCOME10,10,10,11.15,10.14,113.06,admin,csms,True,192.168.1.26,2026-01-07 17:03:00,305,none,0
276,2026-01-12 20:20:00,CP-0034,f9bc9368,peak,6.36,9.54,9.54,23.85,150.0,WELCOME10,10,10,8.59,64.38,553.02,operator,billing_engine,True,192.168.1.49,2026-01-12 20:20:00,6,abnormal_price_change,1
277,2026-01-21 04:42:00,CP-0030,2d9b2534,night,3.19,1.91,1.91,1.91,0.0,SUMMER20,20,20,1.53,57.46,87.91,operator,csms,True,192.168.1.39,2026-01-21 04:42:00,1303,none,0
278,2026-01-20 08:02:00,CP-0035,ad697323,peak,3.13,4.7,4.7,0.94,-80.0,WELCOME10,10,10,4.23,18.19,76.94,admin,billing_engine,True,192.168.1.33,2026-01-20 08:02:00,297,fake_price,1
279,2026-01-22 12:51:00,CP-0021,b5fe06b2,standard,4.3,4.3,4.3,4.3,0.0,ADMIN100,51,0,2.11,20.01,42.22,operator,billing_engine,True,192.168.1.40,2026-01-22 12:51:00,1115,discount_manipulation,1
280,2026-01-26 00:15:00,CP-0025,98c209a6,peak,5.46,3.28,3.28,8.19,149.7,NONE,0,0,3.28,76.2,249.94,operator,csms,True,192.168.1.21,2026-01-26 00:15:00,1011,tariff_shift,1
281,2026-01-04 15:19:00,CP-0014,4a38f76d,standard,3.76,3.76,3.76,3.76,0.0,LOYAL15,15,15,3.2,35.95,115.04,system,csms,True,192.168.1.11,2026-01-04 15:19:00,436,none,0
282,2026-01-11 20:50:00,CP-0033,3067174c,peak,2.91,4.37,4.37,4.37,0.0,LOYAL15,15,15,3.71,46.25,171.59,admin,csms,True,192.168.1.44,2026-01-11 20:50:00,742,none,0
283,2026-01-15 09:52:00,CP-0015,7edd1d0d,standard,3.65,3.65,3.65,10.95,200.0,WELCOME10,10,10,3.29,76.91,253.03,admin,csms,True,192.168.1.47,2026-01-15 09:52:00,402,fake_price,1
284,2026-01-23 07:42:00,CP-0012,fa16ccfc,peak,2.9,4.35,4.35,4.35,0.0,SUMMER20,20,20,3.48,70.51,245.37,admin,csms,True,192.168.1.32,2026-01-23 07:42:00,452,none,0
285,2026-01-23 02:08:00,CP-0001,1936d3d7,night,8.46,5.08,5.08,5.08,0.0,LOYAL15,15,15,4.32,27.53,118.93,admin,csms,True,192.168.1.21,2026-01-23 02:08:00,104,none,0
286,2026-01-21 18:21:00,CP-0007,b96a5383,peak,4.64,6.96,6.96,6.96,0.0,SUMMER20,20,20,5.57,26.39,146.99,admin,csms,True,192.168.1.21,2026-01-21 18:21:00,1055,none,0
287,2026-01-22 05:12:00,CP-0034,9e00d3e4,night,6.15,3.69,3.69,3.69,0.0,LOYAL15,15,15,3.14,77.98,244.86,operator,billing_engine,True,192.168.1.19,2026-01-22 05:12:00,388,none,0
288,2026-01-29 18:02:00,CP-0011,e13cb5f5,peak,4.66,6.99,6.99,6.99,0.0,WELCOME10,10,10,6.29,11.51,72.4,operator,billing_engine,True,192.168.1.23,2026-01-29 18:02:00,1431,none,0
289,2026-01-21 13:04:00,CP-0041,fea7f1e6,standard,4.52,4.52,4.52,4.52,0.0,LOYAL15,15,15,3.84,29.39,112.86,operator,billing_engine,True,192.168.1.42,2026-01-21 13:04:00,1394,none,0
290,2026-01-16 08:44:00,CP-0039,03b247d3,peak,7.87,11.8,11.8,11.8,0.0,NONE,0,0,11.8,52.86,623.75,admin,csms,True,192.168.1.50,2026-01-16 08:44:00,568,none,0
291,2026-01-26 08:42:00,CP-0039,bc3af5c3,peak,7.86,11.79,11.79,4.72,-59.97,SUMMER20,20,20,9.43,52.86,498.47,system,csms,True,192.168.1.6,2026-01-26 08:42:00,7,abnormal_price_change,1
292,2026-01-27 08:28:00,CP-0032,8d9a6639,peak,4.13,6.2,6.2,6.2,0.0,NONE,0,0,6.2,19.08,118.3,admin,csms,True,192.168.1.4,2026-01-27 08:28:00,1155,none,0
293,2026-01-11 02:04:00,CP-0029,c1da6a59,night,7.15,4.29,4.29,0.43,-89.98,NONE,0,0,4.29,62.31,267.31,system,billing_engine,True,192.168.1.38,2026-01-11 02:04:00,315,fake_price,1
294,2026-01-15 13:25:00,CP-0002,3a1fb1cc,standard,6.85,6.85,6.85,6.85,0.0,NONE,0,0,6.85,67.4,461.69,admin,billing_engine,True,192.168.1.22,2026-01-15 13:25:00,1437,none,0
295,2026-01-11 14:19:00,CP-0041,3fd5a92a,standard,4.21,4.21,4.21,4.21,0.0,ADMIN100,80,0,0.84,20.11,16.89,operator,csms,True,192.168.1.24,2026-01-11 14:19:00,875,discount_manipulation,1
296,2026-01-14 10:45:00,CP-0006,868ce417,standard,2.69,2.69,2.69,2.69,0.0,FIRST50,50,50,1.34,42.28,56.66,admin,billing_engine,True,192.168.1.29,2026-01-14 10:45:00,679,none,0
297,2026-01-17 20:25:00,CP-0001,b597b3bc,peak,6.02,9.03,9.03,9.03,0.0,NONE,0,0,9.03,60.27,544.24,admin,csms,True,192.168.1.36,2026-01-17 20:25:00,642,none,0
298,2026-01-01 16:13:00,CP-0005,0f627b90,standard,6.02,6.02,6.02,6.02,0.0,FIRST50,50,50,3.01,27.45,82.62,system,csms,True,192.168.1.37,2026-01-01 16:13:00,856,none,0
299,2026-01-25 21:22:00,CP-0032,7c3959ed,standard,2.79,2.79,2.79,2.79,0.0,LOYAL15,15,15,2.37,49.81,118.05,system,billing_engine,True,192.168.1.19,2026-01-25 21:22:00,1159,none,0
300,2026-01-22 12:43:00,CP-0039,6a8affc6,standard,5.02,5.02,5.02,5.02,0.0,SUMMER20,20,20,4.02,12.22,49.12,operator,csms,True,192.168.1.35,2026-01-22 12:43:00,1090,none,0
301,2026-01-09 19:41:00,CP-0017,5f3abcf6,peak,3.47,5.21,5.21,1.56,-70.06,NONE,0,0,5.21,68.86,358.76,guest,mobile_app,False,10.93.216.0,2026-01-09 19:41:00,1096,unauthorized_update,1
302,2026-01-17 00:38:00,CP-0032,b08965bf,night,5.62,3.37,3.37,0.0,-100.0,LOYAL15,15,15,2.86,40.49,115.8,operator,billing_engine,True,192.168.1.22,2026-01-17 00:38:00,819,negative_price,1
303,2026-01-16 14:37:00,CP-0034,54503859,standard,6.42,6.42,6.42,6.42,0.0,WELCOME10,10,10,5.78,23.87,137.97,admin,billing_engine,True,192.168.1.23,2026-01-16 14:37:00,766,none,0
304,2026-01-16 23:19:00,CP-0010,81890688,standard,4.26,4.26,4.26,1.06,-75.12,WELCOME10,10,10,3.83,15.66,59.98,user,external_api,False,10.239.250.1,2026-01-16 23:19:00,684,unauthorized_update,1
305,2026-01-07 09:10:00,CP-0029,13c13e44,standard,4.47,4.47,4.47,4.47,0.0,NONE,0,0,4.47,13.72,61.33,admin,billing_engine,True,192.168.1.6,2026-01-07 09:10:00,1105,none,0
306,2026-01-26 19:30:00,CP-0012,0b591559,peak,6.77,10.15,10.15,10.15,0.0,LOYAL15,15,15,8.63,68.91,594.69,operator,billing_engine,True,192.168.1.9,2026-01-26 19:30:00,395,none,0
307,2026-01-19 08:18:00,CP-0040,41b98dbf,peak,7.92,11.88,11.88,3.27,-72.47,LOYAL15,15,15,10.1,67.22,678.92,guest,external_api,False,10.192.225.27,2026-01-19 08:18:00,397,unauthorized_update,1
308,2026-01-18 21:52:00,CP-0025,33a6e336,standard,3.42,3.42,3.42,13.68,300.0,FIRST50,50,50,1.71,6.94,11.87,system,csms,True,192.168.1.5,2026-01-18 21:52:00,613,fake_price,1
309,2026-01-04 06:32:00,CP-0010,b6e71368,peak,6.36,9.54,9.54,9.54,0.0,SUMMER20,20,20,7.63,19.02,145.12,operator,csms,True,192.168.1.43,2026-01-04 06:32:00,531,none,0
310,2026-01-13 20:49:00,CP-0028,ac3bd5cc,peak,5.28,7.92,7.92,7.92,0.0,STOLEN50,51,0,3.88,6.64,25.76,admin,csms,True,192.168.1.48,2026-01-13 20:49:00,971,discount_manipulation,1
311,2026-01-05 03:52:00,CP-0026,9ead590b,night,5.17,3.1,3.1,3.1,0.0,LOYAL15,15,15,2.63,10.22,26.88,admin,billing_engine,True,192.168.1.21,2026-01-05 03:52:00,1072,none,0
312,2026-01-08 18:03:00,CP-0014,bf1a16aa,peak,4.06,6.09,6.09,6.09,0.0,LOYAL15,15,15,5.18,39.1,202.54,operator,billing_engine,True,192.168.1.18,2026-01-08 18:03:00,923,none,0
313,2026-01-16 15:44:00,CP-0044,668d9d4e,standard,6.04,6.04,6.04,2.42,-59.93,FIRST50,50,50,3.02,76.83,232.03,admin,billing_engine,True,192.168.1.25,2026-01-16 15:44:00,9,abnormal_price_change,1
314,2026-01-20 18:55:00,CP-0018,24280410,peak,7.41,11.12,11.12,1.11,-90.02,FIRST50,50,50,5.56,52.43,291.51,operator,billing_engine,True,192.168.1.1,2026-01-20 18:55:00,305,fake_price,1
315,2026-01-11 09:48:00,CP-0043,8834f112,standard,5.29,5.29,5.29,5.29,0.0,NONE,0,0,5.29,33.42,176.79,admin,billing_engine,True,192.168.1.21,2026-01-11 09:48:00,432,none,0
316,2026-01-25 15:32:00,CP-0015,c0844ba8,standard,3.78,3.78,3.78,3.78,0.0,FIRST50,50,50,1.89,68.55,129.56,operator,billing_engine,True,192.168.1.8,2026-01-25 15:32:00,630,none,0
317,2026-01-03 06:53:00,CP-0012,7bb15cdd,night,2.91,4.37,4.37,1.75,-59.95,WELCOME10,10,10,3.93,33.7,132.44,system,billing_engine,True,192.168.1.10,2026-01-03 06:53:00,680,tariff_shift,1
318,2026-01-12 23:52:00,CP-0008,e828a5d3,standard,7.22,7.22,7.22,7.22,0.0,LOYAL15,15,15,6.14,74.91,459.95,admin,csms,True,192.168.1.44,2026-01-12 23:52:00,1186,none,0
319,2026-01-21 04:02:00,CP-0010,3d044142,night,3.53,2.12,2.12,2.12,0.0,FIRST50,50,50,1.06,51.37,54.45,system,billing_engine,True,192.168.1.3,2026-01-21 04:02:00,870,none,0
320,2026-01-03 22:56:00,CP-0011,f8b90d26,standard,3.97,3.97,3.97,3.97,0.0,LOYAL15,15,15,3.37,37.86,127.59,system,billing_engine,True,192.168.1.40,2026-01-03 22:56:00,1399,none,0
321,2026-01-21 02:48:00,CP-0049,b4ada0c6,night,5.73,3.44,3.44,3.44,0.0,SUMMER20,20,20,2.75,23.56,64.79,system,csms,True,192.168.1.34,2026-01-21 02:48:00,974,none,0
322,2026-01-01 22:11:00,CP-0018,37983d96,standard,8.33,8.33,8.33,8.33,0.0,LOYAL15,15,15,7.08,14.38,101.81,operator,csms,True,192.168.1.15,2026-01-01 22:11:00,244,none,0
323,2026-01-08 10:50:00,CP-0008,1e5a1b8e,standard,4.67,4.67,4.67,4.67,0.0,SUMMER20,20,20,3.74,78.88,295.01,admin,csms,True,192.168.1.32,2026-01-08 10:50:00,113,none,0
324,2026-01-21 19:46:00,CP-0002,aaf9887d,peak,4.85,7.27,7.27,3.48,-52.13,SUMMER20,20,20,5.82,46.1,268.3,guest,unknown,False,10.68.144.144,2026-01-21 19:46:00,1029,unauthorized_update,1
325,2026-01-13 10:45:00,CP-0018,dc85a197,standard,4.1,4.1,4.1,4.1,0.0,FIRST50,50,50,2.05,71.58,146.74,operator,billing_engine,True,192.168.1.27,2026-01-13 10:45:00,402,none,0
326,2026-01-02 01:24:00,CP-0013,910334a9,night,3.37,2.02,2.02,2.02,0.0,WELCOME10,10,10,1.82,25.02,45.54,admin,billing_engine,True,192.168.1.44,2026-01-02 01:24:00,573,none,0
327,2026-01-29 02:56:00,CP-0039,23f8c39a,night,4.31,2.59,2.59,2.59,0.0,NONE,0,0,2.59,43.21,111.91,system,billing_engine,True,192.168.1.19,2026-01-29 02:56:00,1383,none,0
328,2026-01-18 02:39:00,CP-0046,e425bef5,night,6.44,3.86,3.86,3.86,0.0,LOYAL15,15,15,3.28,77.26,253.41,admin,csms,True,192.168.1.41,2026-01-18 02:39:00,1072,none,0
329,2026-01-28 01:37:00,CP-0005,93c4ad0a,night,5.98,3.59,3.59,3.59,0.0,NONE,0,0,3.59,40.42,145.11,admin,csms,True,192.168.1.44,2026-01-28 01:37:00,841,none,0
330,2026-01-17 09:22:00,CP-0039,d818f8bc,standard,3.85,3.85,3.85,3.85,0.0,FIRST50,50,50,1.93,5.56,10.73,operator,csms,True,192.168.1.46,2026-01-17 09:22:00,1087,none,0
331,2026-01-11 18:13:00,CP-0002,f1f025ad,peak,5.54,8.31,8.31,0.01,-99.88,FIRST50,50,50,4.16,10.49,43.64,system,billing_engine,True,192.168.1.25,2026-01-11 18:13:00,763,negative_price,1
332,2026-01-11 23:10:00,CP-0050,5610e88c,standard,7.18,7.18,7.18,7.33,2.09,LOYAL15,15,15,6.1,9.68,59.05,operator,billing_engine,True,192.168.1.4,2026-01-11 23:10:00,588,rounding_attack,1
333,2026-01-10 17:26:00,CP-0026,e9af9b0b,peak,4.53,6.79,6.79,6.79,0.0,FIRST50,50,50,3.4,36.2,123.08,admin,billing_engine,True,192.168.1.28,2026-01-10 17:26:00,700,none,0
334,2026-01-13 03:41:00,CP-0008,b6d41a47,night,7.02,4.21,4.21,1.26,-70.07,SUMMER20,20,20,3.37,27.39,92.3,operator,billing_engine,True,192.168.1.44,2026-01-13 03:41:00,6,abnormal_price_change,1
335,2026-01-21 00:28:00,CP-0002,a59856d4,night,6.19,3.71,3.71,3.71,0.0,WELCOME10,10,10,3.34,24.19,80.79,admin,billing_engine,True,192.168.1.8,2026-01-21 00:28:00,650,none,0
336,2026-01-26 16:13:00,CP-0012,37bb4abe,night,6.03,6.03,6.03,3.62,-39.97,SUMMER20,20,20,4.82,55.3,266.55,admin,csms,True,192.168.1.10,2026-01-26 16:13:00,628,tariff_shift,1
337,2026-01-19 03:06:00,CP-0020,d4e875bb,night,6.92,4.15,4.15,4.15,0.0,SUMMER20,20,20,3.32,70.61,234.43,admin,billing_engine,True,192.168.1.17,2026-01-19 03:06:00,773,none,0
338,2026-01-20 15:53:00,CP-0006,e22e782a,standard,6.64,6.64,6.64,6.64,0.0,LOYAL15,15,15,5.64,37.75,212.91,admin,csms,True,192.168.1.28,2026-01-20 15:53:00,1266,none,0
339,2026-01-24 20:54:00,CP-0013,11d06ebc,peak,2.83,4.25,4.25,12.75,200.0,LOYAL15,15,15,3.61,78.24,282.45,system,csms,True,192.168.1.5,2026-01-24 20:54:00,8,abnormal_price_change,1
340,2026-01-22 20:57:00,CP-0027,badcb68e,peak,5.32,7.98,7.98,7.98,0.0,LOYAL15,15,15,6.78,31.47,213.37,operator,billing_engine,True,192.168.1.11,2026-01-22 20:57:00,132,none,0
341,2026-01-08 09:46:00,CP-0025,f5b992d9,standard,7.39,7.39,7.39,7.39,0.0,WELCOME10,10,10,6.65,54.31,361.16,system,billing_engine,True,192.168.1.33,2026-01-08 09:46:00,847,none,0
342,2026-01-04 11:50:00,CP-0035,59f80c43,standard,7.76,7.76,7.76,4.16,-46.39,WELCOME10,10,10,6.98,7.32,51.09,guest,mobile_app,False,10.141.198.90,2026-01-04 11:50:00,312,unauthorized_update,1
343,2026-01-02 20:26:00,CP-0029,0a3fe5d1,peak,4.69,7.04,7.04,7.04,0.0,SUMMER20,20,20,5.63,50.79,285.95,system,billing_engine,True,192.168.1.15,2026-01-02 20:26:00,1153,none,0
344,2026-01-11 14:33:00,CP-0004,701759f3,standard,5.07,5.07,5.07,5.07,0.0,FAKE99,79,0,1.06,46.32,49.1,admin,csms,True,192.168.1.33,2026-01-11 14:33:00,930,discount_manipulation,1
345,2026-01-06 20:45:00,CP-0034,c61803fa,peak,4.5,6.75,6.75,6.75,0.0,FIRST50,50,50,3.38,39.27,132.73,system,csms,True,192.168.1.21,2026-01-06 20:45:00,1315,none,0
346,2026-01-13 07:28:00,CP-0045,f4bb4a73,peak,3.25,4.88,4.88,4.88,0.0,LOYAL15,15,15,4.15,35.19,146.04,operator,billing_engine,True,192.168.1.29,2026-01-13 07:28:00,224,none,0
347,2026-01-20 02:50:00,CP-0015,f5ed83ef,night,2.6,1.56,1.56,1.56,0.0,LOYAL15,15,15,1.33,35.33,46.99,admin,billing_engine,True,192.168.1.43,2026-01-20 02:50:00,1251,none,0
348,2026-01-10 16:30:00,CP-0050,704c24b1,standard,4.73,4.73,4.73,1.89,-60.04,LOYAL15,15,15,4.02,68.41,275.01,admin,billing_engine,True,192.168.1.19,2026-01-10 16:30:00,10,abnormal_price_change,1
349,2026-01-05 09:33:00,CP-0002,89945ea5,standard,7.1,7.1,7.1,7.1,0.0,LOYAL15,15,15,6.03,48.32,291.37,operator,csms,True,192.168.1.21,2026-01-05 09:33:00,470,none,0
350,2026-01-30 21:23:00,CP-0035,25c0e3d1,standard,7.92,7.92,7.92,2.25,-71.59,WELCOME10,10,10,7.13,70.02,499.24,guest,external_api,False,10.243.120.152,2026-01-30 21:23:00,864,unauthorized_update,1
351,2026-01-15 04:08:00,CP-0022,9ea883a9,night,2.77,1.66,1.66,1.66,0.0,NONE,0,0,1.66,66.01,109.58,admin,billing_engine,True,192.168.1.45,2026-01-15 04:08:00,1040,none,0
352,2026-01-18 09:21:00,CP-0004,f5569130,standard,5.76,5.76,5.76,5.76,0.0,FIRST50,50,50,2.88,20.51,59.07,operator,billing_engine,True,192.168.1.50,2026-01-18 09:21:00,1256,none,0
353,2026-01-30 11:30:00,CP-0024,6996fbb1,standard,6.63,6.63,6.63,6.63,0.0,SUMMER20,20,20,5.3,62.81,332.89,admin,csms,True,192.168.1.32,2026-01-30 11:30:00,247,none,0
354,2026-01-09 07:52:00,CP-0033,8462d520,peak,4.8,7.2,7.2,7.2,0.0,NONE,0,0,7.2,53.98,388.66,operator,billing_engine,True,192.168.1.27,2026-01-09 07:52:00,969,none,0
355,2026-01-04 01:41:00,CP-0043,c9efdae5,night,2.59,1.55,1.55,1.55,0.0,FIRST50,50,50,0.78,37.76,29.45,admin,csms,True,192.168.1.9,2026-01-04 01:41:00,1375,none,0
356,2026-01-24 05:32:00,CP-0036,936c9727,night,7.22,4.33,4.33,4.33,0.0,NONE,0,0,4.33,6.53,28.27,operator,csms,True,192.168.1.41,2026-01-24 05:32:00,852,none,0
357,2026-01-14 18:38:00,CP-0043,51e8456f,peak,2.81,4.21,4.21,4.21,0.0,NONE,0,0,4.21,27.59,116.15,system,billing_engine,True,192.168.1.5,2026-01-14 18:38:00,710,none,0
358,2026-01-25 10:09:00,CP-0039,fb81e750,standard,5.06,5.06,5.06,5.06,0.0,LOYAL15,15,15,4.3,29.7,127.71,system,csms,True,192.168.1.14,2026-01-25 10:09:00,1396,none,0
359,2026-01-29 04:59:00,CP-0004,e5fb2588,night,6.35,3.81,3.81,0.0,-100.0,NONE,0,0,3.81,78.33,298.44,system,billing_engine,True,192.168.1.27,2026-01-29 04:59:00,883,negative_price,1
360,2026-01-11 08:08:00,CP-0009,26250d8d,night,7.28,10.92,10.92,4.37,-59.98,WELCOME10,10,10,9.83,28.38,278.98,operator,billing_engine,True,192.168.1.20,2026-01-11 08:08:00,1255,tariff_shift,1
361,2026-01-12 20:42:00,CP-0047,fc046d8a,night,5.8,8.7,8.7,3.48,-60.0,WELCOME10,10,10,7.83,41.44,324.48,admin,csms,True,192.168.1.6,2026-01-12 20:42:00,702,tariff_shift,1
362,2026-01-06 21:26:00,CP-0020,2f6ee56a,standard,6.12,6.12,6.12,6.12,0.0,NONE,0,0,6.12,68.23,417.57,system,billing_engine,True,192.168.1.46,2026-01-06 21:26:00,1193,none,0
363,2026-01-07 18:47:00,CP-0017,0ebe14d4,peak,7.67,11.5,11.5,11.5,0.0,FIRST50,50,50,5.75,61.38,352.94,system,billing_engine,True,192.168.1.50,2026-01-07 18:47:00,1127,none,0
364,2026-01-27 10:38:00,CP-0046,9679975c,standard,5.34,5.34,5.34,5.34,0.0,LOYAL15,15,15,4.54,38.94,176.79,admin,csms,True,192.168.1.1,2026-01-27 10:38:00,759,none,0
365,2026-01-23 20:18:00,CP-0046,ce7d38d1,peak,3.59,5.38,5.38,0.54,-89.96,SUMMER20,20,20,4.3,56.96,244.93,system,csms,True,192.168.1.11,2026-01-23 20:18:00,547,fake_price,1
366,2026-01-27 02:05:00,CP-0023,553a8e1f,peak,6.26,3.76,3.76,9.39,149.73,LOYAL15,15,15,3.2,36.41,116.51,system,csms,True,192.168.1.13,2026-01-27 02:05:00,300,tariff_shift,1
367,2026-01-17 12:14:00,CP-0035,60c09d3c,standard,7.9,7.9,7.9,-1.0,-100.0,LOYAL15,15,15,6.71,8.44,56.63,system,billing_engine,True,192.168.1.48,2026-01-17 12:14:00,628,negative_price,1
368,2026-01-16 22:24:00,CP-0005,97d202f0,standard,5.44,5.44,5.44,16.32,200.0,NONE,0,0,5.44,35.66,193.99,admin,csms,True,192.168.1.25,2026-01-16 22:24:00,4,abnormal_price_change,1
369,2026-01-25 00:00:00,CP-0029,c023199a,night,6.16,3.7,3.7,3.7,0.0,SUMMER20,20,20,2.96,31.34,92.77,admin,csms,True,192.168.1.27,2026-01-25 00:00:00,1321,none,0
370,2026-01-30 21:15:00,CP-0003,ca4bfe77,standard,5.41,5.41,5.41,5.41,0.0,NONE,0,0,5.41,30.71,166.14,admin,csms,True,192.168.1.39,2026-01-30 21:15:00,375,none,0
371,2026-01-23 10:14:00,CP-0005,1a8a4900,standard,8.24,8.24,8.24,8.24,0.0,NONE,0,0,8.24,63.97,527.11,admin,billing_engine,True,192.168.1.35,2026-01-23 10:14:00,1159,none,0
372,2026-01-12 08:49:00,CP-0006,e8b17864,peak,5.08,7.62,7.62,7.62,0.0,NONE,0,0,7.62,13.44,102.41,operator,billing_engine,True,192.168.1.24,2026-01-12 08:49:00,773,none,0
